-----------------------------------------------

data base for temperature anomalies (2009)
author: 
Dipl.-Ing. Robert Sitzenfrei
robert.sitzenfrei@uibk.ac.at

-----------------------------------------------

     I(m/m)   kf(m/s)    kfHzuV(-)    Q(m3/s    TempR(°C)    BD(h)    Disp(m)     L(m)       B(m)     Bhyd(m)     v(m/s)
  0.001000   0.000500         10   0.000500          7       2000        100  36.138622  16.648000  40.000000   0.000000
  0.001000   0.000500          2   0.000500          7       2000        100  30.364453  13.126857  40.000000   0.000000
  0.002000   0.050000         10   0.000500          7       2000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.050000          2   0.000500          7       2000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.005000         10   0.000500          7       2000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.005000          2   0.000500          7       2000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.000500         10   0.000500          7       2000        100  30.364453   7.314667  20.000000   0.000001
  0.002000   0.000500          2   0.000500          7       2000        100  17.492856   3.981333  20.000000   0.000001
  0.003000   0.050000         10   0.000500          7       2000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.050000          2   0.000500          7       2000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.005000         10   0.000500          7       2000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.005000          2   0.000500          7       2000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.000500         10   0.000500          7       2000        100   1.000000   1.000000  13.333333   0.000002
  0.003000   0.000500          2   0.000500          7       2000        100   1.000000   1.000000  13.333333   0.000002
  0.000250   0.050000         10   0.000750          5       2000        100  12.727922   1.989200   2.400000   0.000013
  0.000250   0.050000          2   0.000750          5       2000        100   1.000000   1.000000   2.400000   0.000013
  0.000250   0.005000         10   0.000750          5       2000        100  61.660360  33.906000  24.000000   0.000001
  0.000250   0.005000          2   0.000750          5       2000        100  55.731499  26.176727  24.000000   0.000001
  0.000250   0.000500         10   0.000750          5       2000        100  45.851427  68.668679 200.000000   0.000000
  0.000250   0.000500          2   0.000750          5       2000        100  43.560434  59.248889 200.000000   0.000000
  0.001000   0.050000         10   0.000750          5       2000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.050000          2   0.000750          5       2000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.005000         10   0.000750          5       2000        100  49.819675  13.088810   6.000000   0.000005
  0.001000   0.005000          2   0.000750          5       2000        100  45.891176  10.365185   6.000000   0.000005
  0.001000   0.000500         10   0.000750          5       2000        100  47.853944  50.100659  60.000000   0.000000
  0.001000   0.000500          2   0.000750          5       2000        100  43.931765  41.168235  60.000000   0.000000
  0.002000   0.050000         10   0.000750          5       2000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.050000          2   0.000750          5       2000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.005000         10   0.000750          5       2000        100  28.460499   4.686077   3.000000   0.000010
  0.002000   0.005000          2   0.000750          5       2000        100  21.023796   3.135143   3.000000   0.000010
  0.002000   0.000500         10   0.000750          5       2000        100  59.682493  38.525867  30.000000   0.000001
  0.002000   0.000500          2   0.000750          5       2000        100  55.731499  30.709731  30.000000   0.000001
  0.003000   0.050000         10   0.000750          5       2000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.050000          2   0.000750          5       2000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          5       2000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.005000          2   0.000750          5       2000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.000500         10   0.000750          5       2000        100  63.639610  29.083896  20.000000   0.000002
  0.003000   0.000500          2   0.000750          5       2000        100  59.682493  23.814157  20.000000   0.000002
  0.000250   0.050000         10   0.000750          7       2000        100   1.000000   1.000000   2.400000   0.000013
  0.000250   0.050000          2   0.000750          7       2000        100   1.000000   1.000000   2.400000   0.000013
  0.000250   0.005000         10   0.000750          7       2000        100  45.891176  13.783200  24.000000   0.000001
  0.000250   0.005000          2   0.000750          7       2000        100  30.364453   9.981333  24.000000   0.000001
  0.000250   0.000500         10   0.000750          7       2000        100  24.269567  41.408571 200.000000   0.000000
  0.000250   0.000500          2   0.000750          7       2000        100  21.563130  35.363077 200.000000   0.000000
  0.001000   0.050000         10   0.000750          7       2000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.050000          2   0.000750          7       2000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.005000         10   0.000750          7       2000        100   1.000000   1.000000   6.000000   0.000005
  0.001000   0.005000          2   0.000750          7       2000        100   1.000000   1.000000   6.000000   0.000005
  0.001000   0.000500         10   0.000750          7       2000        100  36.138622  28.183200  60.000000   0.000000
  0.001000   0.000500          2   0.000750          7       2000        100  30.364453  22.348364  60.000000   0.000000
  0.002000   0.050000         10   0.000750          7       2000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.050000          2   0.000750          7       2000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.005000         10   0.000750          7       2000        100   1.000000   1.000000   3.000000   0.000010
  0.002000   0.005000          2   0.000750          7       2000        100   1.000000   1.000000   3.000000   0.000010
  0.002000   0.000500         10   0.000750          7       2000        100  45.891176  18.224320  30.000000   0.000001
  0.002000   0.000500          2   0.000750          7       2000        100  36.138622  14.269714  30.000000   0.000001
  0.003000   0.050000         10   0.000750          7       2000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.050000          2   0.000750          7       2000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          7       2000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.005000          2   0.000750          7       2000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.000500         10   0.000750          7       2000        100  38.078866   9.229750  20.000000   0.000002
  0.003000   0.000500          2   0.000750          7       2000        100  28.460499   5.315333  20.000000   0.000002
  0.000250   0.050000         10   0.001000          5       2000        100  32.280025   5.673520   3.200000   0.000013
  0.000250   0.050000          2   0.001000          5       2000        100  22.847319   3.992286   3.200000   0.000013
  0.000250   0.005000         10   0.001000          5       2000        100  59.682493  40.881778  32.000000   0.000001
  0.000250   0.005000          2   0.001000          5       2000        100  51.788030  31.761623  32.000000   0.000001
  0.000250   0.000500         10   0.001000          5       2000        100  54.977786  77.539592 200.000000   0.000000
  0.000250   0.000500          2   0.001000          5       2000        100  49.986120  68.204286 200.000000   0.000000
  0.001000   0.050000         10   0.001000          5       2000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.050000          2   0.001000          5       2000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.005000         10   0.001000          5       2000        100  53.758720  17.685385   8.000000   0.000005
  0.001000   0.005000          2   0.001000          5       2000        100  49.819675  13.648654   8.000000   0.000005
  0.001000   0.000500         10   0.001000          5       2000        100  52.874381  60.360000  80.000000   0.000000
  0.001000   0.000500          2   0.001000          5       2000        100  50.239737  48.473535  80.000000   0.000000
  0.002000   0.050000         10   0.001000          5       2000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.050000          2   0.001000          5       2000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.005000         10   0.001000          5       2000        100  40.024992   8.243250   4.000000   0.000010
  0.002000   0.005000          2   0.001000          5       2000        100  36.138622   6.438444   4.000000   0.000010
  0.002000   0.000500         10   0.001000          5       2000        100  57.706152  46.752958  40.000000   0.000001
  0.002000   0.000500          2   0.001000          5       2000        100  49.819675  36.822439  40.000000   0.000001
  0.003000   0.050000         10   0.001000          5       2000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.050000          2   0.001000          5       2000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.005000         10   0.001000          5       2000        100  21.023796   3.657667   2.666667   0.000015
  0.003000   0.005000          2   0.001000          5       2000        100  12.727922   1.991000   2.666667   0.000015
  0.003000   0.000500         10   0.001000          5       2000        100  61.660360  38.915808  26.666667   0.000002
  0.003000   0.000500          2   0.001000          5       2000        100  57.706152  30.800119  26.666667   0.000002
  0.000250   0.050000         10   0.001000          7       2000        100   1.000000   1.000000   3.200000   0.000013
  0.000250   0.050000          2   0.001000          7       2000        100   1.000000   1.000000   3.200000   0.000013
  0.000250   0.005000         10   0.001000          7       2000        100  47.853944  21.698286  32.000000   0.000001
  0.000250   0.005000          2   0.001000          7       2000        100  41.976184  16.769561  32.000000   0.000001
  0.000250   0.000500         10   0.001000          7       2000        100  29.984035  50.747692 200.000000   0.000000
  0.000250   0.000500          2   0.001000          7       2000        100  27.484875  44.101176 200.000000   0.000000
  0.001000   0.050000         10   0.001000          7       2000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.050000          2   0.001000          7       2000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.005000         10   0.001000          7       2000        100   1.000000   1.000000   8.000000   0.000005
  0.001000   0.005000          2   0.001000          7       2000        100   1.000000   1.000000   8.000000   0.000005
  0.001000   0.000500         10   0.001000          7       2000        100  36.138622  35.984000  80.000000   0.000000
  0.001000   0.000500          2   0.001000          7       2000        100  30.364453  28.692706  80.000000   0.000000
  0.002000   0.050000         10   0.001000          7       2000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.050000          2   0.001000          7       2000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.005000         10   0.001000          7       2000        100   1.000000   1.000000   4.000000   0.000010
  0.002000   0.005000          2   0.001000          7       2000        100   1.000000   1.000000   4.000000   0.000010
  0.002000   0.000500         10   0.001000          7       2000        100  45.891176  25.540000  40.000000   0.000001
  0.002000   0.000500          2   0.001000          7       2000        100  41.976184  20.788800  40.000000   0.000001
  0.003000   0.050000         10   0.001000          7       2000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.050000          2   0.001000          7       2000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.005000         10   0.001000          7       2000        100   1.000000   1.000000   2.666667   0.000015
  0.003000   0.005000          2   0.001000          7       2000        100   1.000000   1.000000   2.666667   0.000015
  0.003000   0.000500         10   0.001000          7       2000        100  47.853944  19.383200  26.666667   0.000002
  0.003000   0.000500          2   0.001000          7       2000        100  43.931765  14.816000  26.666667   0.000002
  0.000250   0.050000         10   0.000500          5       4000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.050000          2   0.000500          5       4000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.005000         10   0.000500          5       4000        100  61.660360  26.740482  16.000000   0.000001
  0.000250   0.005000          2   0.000500          5       4000        100  57.706152  20.913333  16.000000   0.000001
  0.000250   0.000500         10   0.000500          5       4000        100  53.503472  65.911040 160.000000   0.000000
  0.000250   0.000500          2   0.000500          5       4000        100  50.605459  57.048151 160.000000   0.000000
  0.001000   0.050000         10   0.000500          5       4000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.050000          2   0.000500          5       4000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.005000         10   0.000500          5       4000        100  40.024992   7.993250   4.000000   0.000005
  0.001000   0.005000          2   0.000500          5       4000        100  34.205263   6.216222   4.000000   0.000005
  0.001000   0.000500         10   0.000500          5       4000        100  57.706152  46.563429  40.000000   0.000000
  0.001000   0.000500          2   0.000500          5       4000        100  49.819675  36.822439  40.000000   0.000000
  0.002000   0.050000         10   0.000500          5       4000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.050000          2   0.000500          5       4000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.005000         10   0.000500          5       4000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.005000          2   0.000500          5       4000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.000500         10   0.000500          5       4000        100  67.601775  33.828219  20.000000   0.000001
  0.002000   0.000500          2   0.000500          5       4000        100  57.706152  26.194400  20.000000   0.000001
  0.003000   0.050000         10   0.000500          5       4000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.050000          2   0.000500          5       4000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.005000         10   0.000500          5       4000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.005000          2   0.000500          5       4000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.000500         10   0.000500          5       4000        100  61.660360  24.803291  13.333333   0.000002
  0.003000   0.000500          2   0.000500          5       4000        100  53.758720  19.539318  13.333333   0.000002
  0.000250   0.050000         10   0.000500          7       4000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.050000          2   0.000500          7       4000        100   1.000000   1.000000   1.600000   0.000013
  0.000250   0.005000         10   0.000500          7       4000        100  32.280025   6.979750  16.000000   0.000001
  0.000250   0.005000          2   0.000500          7       4000        100  17.492856   3.315333  16.000000   0.000001
  0.000250   0.000500         10   0.000500          7       4000        100  26.418904  42.161455 160.000000   0.000000
  0.000250   0.000500          2   0.000500          7       4000        100  24.665348  36.785067 160.000000   0.000000
  0.001000   0.050000         10   0.000500          7       4000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.050000          2   0.000500          7       4000        100   1.000000   1.000000   0.400000   0.000050
  0.001000   0.005000         10   0.000500          7       4000        100   1.000000   1.000000   4.000000   0.000005
  0.001000   0.005000          2   0.000500          7       4000        100   1.000000   1.000000   4.000000   0.000005
  0.001000   0.000500         10   0.000500          7       4000        100  45.891176  25.540000  40.000000   0.000000
  0.001000   0.000500          2   0.000500          7       4000        100  41.976184  20.788800  40.000000   0.000000
  0.002000   0.050000         10   0.000500          7       4000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.050000          2   0.000500          7       4000        100   1.000000   1.000000   0.200000   0.000100
  0.002000   0.005000         10   0.000500          7       4000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.005000          2   0.000500          7       4000        100   1.000000   1.000000   2.000000   0.000010
  0.002000   0.000500         10   0.000500          7       4000        100  47.853944  13.512941  20.000000   0.000001
  0.002000   0.000500          2   0.000500          7       4000        100  40.024992   9.986000  20.000000   0.000001
  0.003000   0.050000         10   0.000500          7       4000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.050000          2   0.000500          7       4000        100   1.000000   1.000000   0.133333   0.000150
  0.003000   0.005000         10   0.000500          7       4000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.005000          2   0.000500          7       4000        100   1.000000   1.000000   1.333333   0.000015
  0.003000   0.000500         10   0.000500          7       4000        100  22.847319   4.583800  13.333333   0.000002
  0.003000   0.000500          2   0.000500          7       4000        100  10.295630   1.000000  13.333333   0.000002
  0.000250   0.050000         10   0.000750          5       4000        100  15.811388   2.278000   2.400000   0.000013
  0.000250   0.050000          2   0.000750          5       4000        100   1.000000   1.000000   2.400000   0.000013
  0.000250   0.005000         10   0.000750          5       4000        100  67.601775  39.251259  24.000000   0.000001
  0.000250   0.005000          2   0.000750          5       4000        100  59.682493  29.212522  24.000000   0.000001
  0.000250   0.000500         10   0.000750          5       4000        100  66.230422  82.211852 200.000000   0.000000
  0.000250   0.000500          2   0.000750          5       4000        100  63.172734  72.270877 200.000000   0.000000
  0.001000   0.050000         10   0.000750          5       4000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.050000          2   0.000750          5       4000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.005000         10   0.000750          5       4000        100  51.788030  13.803095   6.000000   0.000005
  0.001000   0.005000          2   0.000750          5       4000        100  45.891176  11.086000   6.000000   0.000005
  0.001000   0.000500         10   0.000750          5       4000        100  59.980385  59.664783  60.000000   0.000000
  0.001000   0.000500          2   0.000750          5       4000        100  59.353777  48.537818  60.000000   0.000000
  0.002000   0.050000         10   0.000750          5       4000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.050000          2   0.000750          5       4000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.005000         10   0.000750          5       4000        100  30.364453   4.916846   3.000000   0.000010
  0.002000   0.005000          2   0.000750          5       4000        100  21.023796   3.420857   3.000000   0.000010
  0.002000   0.000500         10   0.000750          5       4000        100  61.660360  44.392533  30.000000   0.000001
  0.002000   0.000500          2   0.000750          5       4000        100  56.917410  35.549333  30.000000   0.000001
  0.003000   0.050000         10   0.000750          5       4000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.050000          2   0.000750          5       4000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          5       4000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.005000          2   0.000750          5       4000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.000500         10   0.000750          5       4000        100  65.620119  32.398228  20.000000   0.000002
  0.003000   0.000500          2   0.000750          5       4000        100  61.660360  26.445806  20.000000   0.000002
  0.000250   0.050000         10   0.000750          7       4000        100   1.000000   1.000000   2.400000   0.000013
  0.000250   0.050000          2   0.000750          7       4000        100   1.000000   1.000000   2.400000   0.000013
  0.000250   0.005000         10   0.000750          7       4000        100  51.788030  20.383200  24.000000   0.000001
  0.000250   0.005000          2   0.000750          7       4000        100  45.891176  14.988000  24.000000   0.000001
  0.000250   0.000500         10   0.000750          7       4000        100  35.559316  57.670769 200.000000   0.000000
  0.000250   0.000500          2   0.000750          7       4000        100  33.567669  49.126857 200.000000   0.000000
  0.001000   0.050000         10   0.000750          7       4000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.050000          2   0.000750          7       4000        100   1.000000   1.000000   0.600000   0.000050
  0.001000   0.005000         10   0.000750          7       4000        100   1.000000   1.000000   6.000000   0.000005
  0.001000   0.005000          2   0.000750          7       4000        100   1.000000   1.000000   6.000000   0.000005
  0.001000   0.000500         10   0.000750          7       4000        100  45.891176  37.762222  60.000000   0.000000
  0.001000   0.000500          2   0.000750          7       4000        100  40.024992  30.441818  60.000000   0.000000
  0.002000   0.050000         10   0.000750          7       4000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.050000          2   0.000750          7       4000        100   1.000000   1.000000   0.300000   0.000100
  0.002000   0.005000         10   0.000750          7       4000        100   1.000000   1.000000   3.000000   0.000010
  0.002000   0.005000          2   0.000750          7       4000        100   1.000000   1.000000   3.000000   0.000010
  0.002000   0.000500         10   0.000750          7       4000        100  51.788030  25.317000  30.000000   0.000001
  0.002000   0.000500          2   0.000750          7       4000        100  45.891176  19.694353  30.000000   0.000001
  0.003000   0.050000         10   0.000750          7       4000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.050000          2   0.000750          7       4000        100   1.000000   1.000000   0.200000   0.000150
  0.003000   0.005000         10   0.000750          7       4000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.005000          2   0.000750          7       4000        100   1.000000   1.000000   2.000000   0.000015
  0.003000   0.000500         10   0.000750          7       4000        100  49.819675  13.513529  20.000000   0.000002
  0.003000   0.000500          2   0.000750          7       4000        100  40.024992   9.982000  20.000000   0.000002
  0.000250   0.050000         10   0.001000          5       4000        100  34.205263   5.839923   3.200000   0.000013
  0.000250   0.050000          2   0.001000          5       4000        100  26.570661   4.194600   3.200000   0.000013
  0.000250   0.005000         10   0.001000          5       4000        100  65.976584  46.469079  32.000000   0.000001
  0.000250   0.005000          2   0.001000          5       4000        100  63.977143  36.044962  32.000000   0.000001
  0.000250   0.000500         10   0.001000          5       4000        100  76.686629  91.989818 200.000000   0.000000
  0.000250   0.000500          2   0.001000          5       4000        100  73.761296  81.841481 200.000000   0.000000
  0.001000   0.050000         10   0.001000          5       4000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.050000          2   0.001000          5       4000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.005000         10   0.001000          5       4000        100  53.758720  18.711026   8.000000   0.000005
  0.001000   0.005000          2   0.001000          5       4000        100  49.819675  14.417885   8.000000   0.000005
  0.001000   0.000500         10   0.001000          5       4000        100  73.103966  71.218246  80.000000   0.000000
  0.001000   0.000500          2   0.001000          5       4000        100  73.310890  59.477607  80.000000   0.000000
  0.002000   0.050000         10   0.001000          5       4000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.050000          2   0.001000          5       4000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.005000         10   0.001000          5       4000        100  40.024992   8.688609   4.000000   0.000010
  0.002000   0.005000          2   0.001000          5       4000        100  38.078866   6.660667   4.000000   0.000010
  0.002000   0.000500         10   0.001000          5       4000        100  72.389786  53.505946  40.000000   0.000001
  0.002000   0.000500          2   0.001000          5       4000        100  72.280918  43.280000  40.000000   0.000001
  0.003000   0.050000         10   0.001000          5       4000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.050000          2   0.001000          5       4000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.005000         10   0.001000          5       4000        100  21.023796   3.706571   2.666667   0.000015
  0.003000   0.005000          2   0.001000          5       4000        100  15.811388   2.278000   2.666667   0.000015
  0.003000   0.000500         10   0.001000          5       4000        100  67.601775  45.064610  26.666667   0.000002
  0.003000   0.000500          2   0.001000          5       4000        100  60.976287  34.770269  26.666667   0.000002
  0.000250   0.050000         10   0.001000          7       4000        100   1.000000   1.000000   3.200000   0.000013
  0.000250   0.050000          2   0.001000          7       4000        100   1.000000   1.000000   3.200000   0.000013
  0.000250   0.005000         10   0.001000          7       4000        100  51.788030  28.555429  32.000000   0.000001
  0.000250   0.005000          2   0.001000          7       4000        100  45.891176  21.588800  32.000000   0.000001
  0.000250   0.000500         10   0.001000          7       4000        100  43.246464  67.482500 200.000000   0.000000
  0.000250   0.000500          2   0.001000          7       4000        100  40.185302  59.291034 200.000000   0.000000
  0.001000   0.050000         10   0.001000          7       4000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.050000          2   0.001000          7       4000        100   1.000000   1.000000   0.800000   0.000050
  0.001000   0.005000         10   0.001000          7       4000        100   1.000000   1.000000   8.000000   0.000005
  0.001000   0.005000          2   0.001000          7       4000        100   1.000000   1.000000   8.000000   0.000005
  0.001000   0.000500         10   0.001000          7       4000        100  43.931765  48.099710  80.000000   0.000000
  0.001000   0.000500          2   0.001000          7       4000        100  37.398794  37.461895  80.000000   0.000000
  0.002000   0.050000         10   0.001000          7       4000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.050000          2   0.001000          7       4000        100   1.000000   1.000000   0.400000   0.000100
  0.002000   0.005000         10   0.001000          7       4000        100   1.000000   1.000000   4.000000   0.000010
  0.002000   0.005000          2   0.001000          7       4000        100   1.000000   1.000000   4.000000   0.000010
  0.002000   0.000500         10   0.001000          7       4000        100  51.788030  34.101176  40.000000   0.000001
  0.002000   0.000500          2   0.001000          7       4000        100  45.891176  26.519184  40.000000   0.000001
  0.003000   0.050000         10   0.001000          7       4000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.050000          2   0.001000          7       4000        100   1.000000   1.000000   0.266667   0.000150
  0.003000   0.005000         10   0.001000          7       4000        100   1.000000   1.000000   2.666667   0.000015
  0.003000   0.005000          2   0.001000          7       4000        100 101.618789 200.000000   2.666667   0.000015
  0.003000   0.000500         10   0.001000          7       4000        100  51.788030  25.982316  26.666667   0.000002
  0.003000   0.000500          2   0.001000          7       4000        100  47.853944  19.320889  26.666667   0.000002
